"[('parabolic', 'JJ'), ('mirrors', 'NNS')]"
"[('wind', 'NN')]"
"[('lenses', 'NNS')]"
"[('center', 'NN'), ('of', 'IN'), ('gravity', 'NN')]"
"[('vibration', 'NN')]"
"[('weather', 'NN')]"
"[('identity', 'NN')]"
"[('cornsweet', 'NN'), ('illusion', 'NN')]"
"[('acoustics', 'NNS')]"
"[('evaporation', 'NN')]"
"[('chicken', 'NN'), ('wire', 'NN')]"
"[('ocean', 'NN')]"
"[('sharks', 'NNS')]"
"[('neon', 'NN')]"
"[('migrations', 'NNS')]"
"[('huygens', 'NNS'), ('principle', 'NN')]"
"[('mirrors', 'NNS')]"
"[('turbulence', 'NN')]"
"[('carbon', 'NN'), ('dioxide', 'NN')]"
"[('parallel', 'NN')]"
"[('phase', 'NN'), ('angle', 'NN')]"
"[('parabolas', 'NNS')]"
"[('organisms', 'NNS')]"
"[('cosmic', 'JJ'), ('rays', 'NNS')]"
"[('simultaneous', 'JJ'), ('contrast', 'NN')]"
"[('series', 'NN')]"
"[('chaos', 'NN')]"
"[('amplification', 'NN')]"
"[('genetics', 'NNS')]"
"[('lasers', 'NNS')]"
"[('artwork', 'NN')]"
"[('membrane', 'NN')]"
"[('newtons', 'NNS'), ('laws', 'NNS')]"
"[('reflections', 'NNS')]"
"[('ratio', 'NN')]"
"[('circuit', 'NN')]"
"[('ping', 'VBG'), ('pong', 'NN'), ('balls', 'NNS')]"
"[('dna', 'NN')]"
"[('levitation', 'NN')]"
"[('navigation', 'NN')]"
"[('curves', 'NNS')]"
"[('illusions', 'NNS')]"
"[('model', 'NN'), ('organisms', 'NNS')]"
"[('whales', 'NNS')]"
"[('gases', 'NNS')]"
"[('portraits', 'NNS')]"
"[('sun', 'NN')]"
"[('bicycle', 'NN'), ('wheel', 'NN')]"
"[('speakers', 'NNS')]"
"[('identical', 'JJ'), ('twins', 'NNS')]"
"[('pendulums', 'NNS')]"
"[('dissection', 'NN')]"
"[('eyes', 'NNS')]"
"[('nerves', 'NNS')]"
"[('wind', 'NN')]"
"[('zebrafish', 'NN')]"
"[('heat', 'NN'), ('transfer', 'NN')]"
"[('volcanoes', 'NNS')]"
"[('marine', 'NN')]"
"[('pacific', 'NN')]"
"[('complexity', 'NN')]"
"[('turtles', 'NNS')]"
"[('condensation', 'NN')]"
"[('appearance', 'NN')]"
"[('unicellular', 'JJ'), ('organisms', 'NNS')]"
"[('tides', 'NNS')]"
"[('ganzfeld', 'NN'), ('effect', 'NN')]"
"[('afterimage', 'NN')]"
"[('fragmentation', 'NN')]"
"[('cmy', 'NN'), ('retina', 'NN')]"
"[('balance', 'NN')]"
"[('boundary', 'NN')]"
"[('magnetic', 'JJ'), ('field', 'NN')]"
"[('photography', 'NN')]"
"[('chladni', 'NN')]"
"[('spinning', 'VBG')]"
"[('wavelength', 'NN')]"
"[('cells', 'NNS')]"
"[('prisms', 'NNS')]"
"[('pressure', 'NN')]"
"[('water', 'NN')]"
"[('proportion', 'NN')]"
"[('earthquakes', 'NNS')]"
"[('attentive', 'JJ'), ('listening', 'NN')]"
"[('rotation', 'NN')]"
"[('electrolysis', 'NN')]"
"[('sand', 'NN')]"
"[('equilibrium', 'NN')]"
"[('human', 'JJ'), ('traits', 'VBZ'), ('genetics', 'NNS'), ('environment', 'NN'), ('nature', 'NN'), ('nurture', 'NN'), ('inheritance', 'NN'), ('diversity', 'NN')]"
"[('magnification', 'NN')]"
"[('habitat', 'NN')]"
"[('stroop', 'NN'), ('effect', 'NN')]"
"[('rgb', 'NN')]"
"[('fish', 'NN'), ('eggs', 'NNS')]"
"[('soap', 'NN')]"
"[('cooperation', 'NN')]"
"[('scale', 'NN')]"
"[('focal', 'JJ'), ('point', 'NN')]"
"[('perspective', 'NN')]"
"[('magnet', 'NN')]"
"[('musical', 'JJ'), ('instruments', 'NNS')]"
"[('comets', 'NNS')]"
"[('cmy', 'NN')]"
"[('embryology', 'NN')]"
"[('model', 'NN')]"
"[('adaptation', 'NN')]"
"[('sundial', 'JJ')]"
"[('plankton', 'NN')]"
"[('fog', 'NN')]"
"[('skin', 'NN')]"
"[('cells', 'NNS'), ('movement', 'NN'), ('animation', 'NN')]"
"[('moon', 'NN')]"
"[('human', 'JJ'), ('generosity', 'NN'), ('project', 'NN')]"
"[('air', 'NN'), ('currents', 'NNS')]"
"[('gravity', 'NN')]"
"[('bubbles', 'NNS')]"
